Color,Size,Fluo,Clarity,Cut,Polish,Symmetry,Discount
E,1.50-1.69,Very Strong,I1,VG,GD,VG,-3.0
F,1.50-1.69,Very Strong,I1,VG,GD,VG,-2.0
G,1.50-1.69,Very Strong,I1,VG,GD,VG,-3.0
H,1.50-1.69,Very Strong,I1,VG,GD,VG,-2.5
I,1.50-1.69,Very Strong,I1,VG,GD,VG,-2.0
J,1.50-1.69,Very Strong,I1,VG,GD,VG,-3.0
K,1.50-1.69,Very Strong,I1,VG,GD,VG,-3.5
L,1.50-1.69,Very Strong,I1,VG,GD,VG,-4.0
M,1.50-1.69,Very Strong,I1,VG,GD,VG,-4.0
D,2.01-2.09,Very Strong,IF,VG,GD,VG,-2.0
E,2.01-2.09,Very Strong,IF,VG,GD,VG,-3.5
F,2.01-2.09,Very Strong,IF,VG,GD,VG,-3.5
G,2.01-2.09,Very Strong,IF,VG,GD,VG,-3.0
H,2.01-2.09,Very Strong,IF,VG,GD,VG,-3.0
I,2.01-2.09,Very Strong,IF,VG,GD,VG,-5.0
J,2.01-2.09,Very Strong,IF,VG,GD,VG,-4.0
K,2.01-2.09,Very Strong,IF,VG,GD,VG,-5.5
L,2.01-2.09,Very Strong,IF,VG,GD,VG,-4.5
M,2.01-2.09,Very Strong,IF,VG,GD,VG,-4.5
D,2.01-2.09,Very Strong,VVS1,VG,GD,VG,-1.0
E,2.01-2.09,Very Strong,VVS1,VG,GD,VG,-3.0
F,2.01-2.09,Very Strong,VVS1,VG,GD,VG,-2.5
G,2.01-2.09,Very Strong,VVS1,VG,GD,VG,-3.5
H,2.01-2.09,Very Strong,VVS1,VG,GD,VG,-3.0
I,2.01-2.09,Very Strong,VVS1,VG,GD,VG,-4.5
J,2.01-2.09,Very Strong,VVS1,VG,GD,VG,-4.5
K,2.01-2.09,Very Strong,VVS1,VG,GD,VG,-6.0
L,2.01-2.09,Very Strong,VVS1,VG,GD,VG,-5.0
M,2.01-2.09,Very Strong,VVS1,VG,GD,VG,-4.5
D,2.01-2.09,Very Strong,VVS2,VG,GD,VG,-2.0
E,2.01-2.09,Very Strong,VVS2,VG,GD,VG,-3.0
F,2.01-2.09,Very Strong,VVS2,VG,GD,VG,-3.0
G,2.01-2.09,Very Strong,VVS2,VG,GD,VG,-3.0
H,2.01-2.09,Very Strong,VVS2,VG,GD,VG,-4.0
I,2.01-2.09,Very Strong,VVS2,VG,GD,VG,-3.5
J,2.01-2.09,Very Strong,VVS2,VG,GD,VG,-4.5
K,2.01-2.09,Very Strong,VVS2,VG,GD,VG,-6.0
L,2.01-2.09,Very Strong,VVS2,VG,GD,VG,-5.0
M,2.01-2.09,Very Strong,VVS2,VG,GD,VG,-4.5
D,2.01-2.09,Very Strong,VS1,VG,GD,VG,-2.5
E,2.01-2.09,Very Strong,VS1,VG,GD,VG,-4.0
F,2.01-2.09,Very Strong,VS1,VG,GD,VG,-4.5
G,2.01-2.09,Very Strong,VS1,VG,GD,VG,-4.5
H,2.01-2.09,Very Strong,VS1,VG,GD,VG,-4.0
I,2.01-2.09,Very Strong,VS1,VG,GD,VG,-4.5
J,2.01-2.09,Very Strong,VS1,VG,GD,VG,-4.5
K,2.01-2.09,Very Strong,VS1,VG,GD,VG,-6.0
L,2.01-2.09,Very Strong,VS1,VG,GD,VG,-5.0
M,2.01-2.09,Very Strong,VS1,VG,GD,VG,-4.0
D,2.01-2.09,Very Strong,VS2,VG,GD,VG,-2.5
E,2.01-2.09,Very Strong,VS2,VG,GD,VG,-4.5
F,2.01-2.09,Very Strong,VS2,VG,GD,VG,-4.5
G,2.01-2.09,Very Strong,VS2,VG,GD,VG,-5.0
H,2.01-2.09,Very Strong,VS2,VG,GD,VG,-3.5
I,2.01-2.09,Very Strong,VS2,VG,GD,VG,-4.5
J,2.01-2.09,Very Strong,VS2,VG,GD,VG,-6.0
K,2.01-2.09,Very Strong,VS2,VG,GD,VG,-6.0
L,2.01-2.09,Very Strong,VS2,VG,GD,VG,-4.5
M,2.01-2.09,Very Strong,VS2,VG,GD,VG,-4.0
D,2.01-2.09,Very Strong,SI1,VG,GD,VG,-4.0
E,2.01-2.09,Very Strong,SI1,VG,GD,VG,-4.5
F,2.01-2.09,Very Strong,SI1,VG,GD,VG,-5.0
G,2.01-2.09,Very Strong,SI1,VG,GD,VG,-4.5
H,2.01-2.09,Very Strong,SI1,VG,GD,VG,-3.5
I,2.01-2.09,Very Strong,SI1,VG,GD,VG,-4.5
J,2.01-2.09,Very Strong,SI1,VG,GD,VG,-5.5
K,2.01-2.09,Very Strong,SI1,VG,GD,VG,-4.5
L,2.01-2.09,Very Strong,SI1,VG,GD,VG,-4.0
M,2.01-2.09,Very Strong,SI1,VG,GD,VG,-4.5
D,2.01-2.09,Very Strong,SI2,VG,GD,VG,-4.5
E,2.01-2.09,Very Strong,SI2,VG,GD,VG,-4.5
F,2.01-2.09,Very Strong,SI2,VG,GD,VG,-4.0
G,2.01-2.09,Very Strong,SI2,VG,GD,VG,-3.5
H,2.01-2.09,Very Strong,SI2,VG,GD,VG,-3.5
I,2.01-2.09,Very Strong,SI2,VG,GD,VG,-3.5
J,2.01-2.09,Very Strong,SI2,VG,GD,VG,-5.5
K,2.01-2.09,Very Strong,SI2,VG,GD,VG,-5.5
L,2.01-2.09,Very Strong,SI2,VG,GD,VG,-4.5
M,2.01-2.09,Very Strong,SI2,VG,GD,VG,-4.5
D,2.01-2.09,Very Strong,I1,VG,GD,VG,-4.0
E,2.01-2.09,Very Strong,I1,VG,GD,VG,-4.5
F,2.01-2.09,Very Strong,I1,VG,GD,VG,-4.5
G,2.01-2.09,Very Strong,I1,VG,GD,VG,-3.0
H,2.01-2.09,Very Strong,I1,VG,GD,VG,-4.0
I,2.01-2.09,Very Strong,I1,VG,GD,VG,-4.5
J,2.01-2.09,Very Strong,I1,VG,GD,VG,-5.0
K,2.01-2.09,Very Strong,I1,VG,GD,VG,-4.0
L,2.01-2.09,Very Strong,I1,VG,GD,VG,-5.0
M,2.01-2.09,Very Strong,I1,VG,GD,VG,-4.5
D,1.01-1.09,None,IF,EX,VG,GD,-7.0
E,1.01-1.09,None,IF,EX,VG,GD,-7.0
F,1.01-1.09,None,IF,EX,VG,GD,-7.0
G,1.01-1.09,None,IF,EX,VG,GD,-7.0
H,1.01-1.09,None,IF,EX,VG,GD,-7.0
I,1.01-1.09,None,IF,EX,VG,GD,-7.0
J,1.01-1.09,None,IF,EX,VG,GD,-7.0
K,1.01-1.09,None,IF,EX,VG,GD,-7.0
L,1.01-1.09,None,IF,EX,VG,GD,-7.0
M,1.01-1.09,None,IF,EX,VG,GD,-7.0
D,1.01-1.09,None,VVS1,EX,VG,GD,-7.0
E,1.01-1.09,None,VVS1,EX,VG,GD,-7.0
F,1.01-1.09,None,VVS1,EX,VG,GD,-7.0
G,1.01-1.09,None,VVS1,EX,VG,GD,-7.0
H,1.01-1.09,None,VVS1,EX,VG,GD,-7.0
I,1.01-1.09,None,VVS1,EX,VG,GD,-7.0
J,1.01-1.09,None,VVS1,EX,VG,GD,-7.0
K,1.01-1.09,None,VVS1,EX,VG,GD,-7.0
L,1.01-1.09,None,VVS1,EX,VG,GD,-7.0
M,1.01-1.09,None,VVS1,EX,VG,GD,-7.0
D,1.01-1.09,None,VVS2,EX,VG,GD,-7.0
E,1.01-1.09,None,VVS2,EX,VG,GD,-7.0
F,1.01-1.09,None,VVS2,EX,VG,GD,-7.0
G,1.01-1.09,None,VVS2,EX,VG,GD,-7.0
H,1.01-1.09,None,VVS2,EX,VG,GD,-7.0
I,1.01-1.09,None,VVS2,EX,VG,GD,-7.0
J,1.01-1.09,None,VVS2,EX,VG,GD,-7.0
K,1.01-1.09,None,VVS2,EX,VG,GD,-7.0
L,1.01-1.09,None,VVS2,EX,VG,GD,-7.0
M,1.01-1.09,None,VVS2,EX,VG,GD,-7.0
D,1.01-1.09,None,VS1,EX,VG,GD,-7.0
E,1.01-1.09,None,VS1,EX,VG,GD,-7.0
F,1.01-1.09,None,VS1,EX,VG,GD,-7.0
G,1.01-1.09,None,VS1,EX,VG,GD,-7.0
H,1.01-1.09,None,VS1,EX,VG,GD,-7.0
I,1.01-1.09,None,VS1,EX,VG,GD,-7.0
J,1.01-1.09,None,VS1,EX,VG,GD,-7.0
K,1.01-1.09,None,VS1,EX,VG,GD,-7.0
L,1.01-1.09,None,VS1,EX,VG,GD,-7.0
M,1.01-1.09,None,VS1,EX,VG,GD,-7.0
D,1.01-1.09,None,VS2,EX,VG,GD,-7.0
E,1.01-1.09,None,VS2,EX,VG,GD,-7.0
F,1.01-1.09,None,VS2,EX,VG,GD,-7.0
G,1.01-1.09,None,VS2,EX,VG,GD,-7.0
H,1.01-1.09,None,VS2,EX,VG,GD,-7.0
I,1.01-1.09,None,VS2,EX,VG,GD,-7.0
J,1.01-1.09,None,VS2,EX,VG,GD,-7.0
K,1.01-1.09,None,VS2,EX,VG,GD,-7.0
L,1.01-1.09,None,VS2,EX,VG,GD,-7.0
M,1.01-1.09,None,VS2,EX,VG,GD,-7.0
D,1.01-1.09,None,SI1,EX,VG,GD,-7.0
E,1.01-1.09,None,SI1,EX,VG,GD,-7.0
F,1.01-1.09,None,SI1,EX,VG,GD,-7.0
G,1.01-1.09,None,SI1,EX,VG,GD,-7.0
H,1.01-1.09,None,SI1,EX,VG,GD,-7.0
I,1.01-1.09,None,SI1,EX,VG,GD,-7.0
J,1.01-1.09,None,SI1,EX,VG,GD,-7.0
K,1.01-1.09,None,SI1,EX,VG,GD,-7.0
L,1.01-1.09,None,SI1,EX,VG,GD,-7.0
M,1.01-1.09,None,SI1,EX,VG,GD,-7.0
D,1.01-1.09,None,SI2,EX,VG,GD,-7.0
E,1.01-1.09,None,SI2,EX,VG,GD,-7.0
F,1.01-1.09,None,SI2,EX,VG,GD,-7.0
G,1.01-1.09,None,SI2,EX,VG,GD,-7.0
H,1.01-1.09,None,SI2,EX,VG,GD,-7.0
I,1.01-1.09,None,SI2,EX,VG,GD,-7.0
J,1.01-1.09,None,SI2,EX,VG,GD,-7.0
K,1.01-1.09,None,SI2,EX,VG,GD,-7.0
L,1.01-1.09,None,SI2,EX,VG,GD,-7.0
M,1.01-1.09,None,SI2,EX,VG,GD,-6.0
D,1.01-1.09,None,I1,EX,VG,GD,-7.0
E,1.01-1.09,None,I1,EX,VG,GD,-6.5
F,1.01-1.09,None,I1,EX,VG,GD,-7.0
G,1.01-1.09,None,I1,EX,VG,GD,-6.5
H,1.01-1.09,None,I1,EX,VG,GD,-4.5
I,1.01-1.09,None,I1,EX,VG,GD,-5.5
J,1.01-1.09,None,I1,EX,VG,GD,-7.0
K,1.01-1.09,None,I1,EX,VG,GD,-7.0
L,1.01-1.09,None,I1,EX,VG,GD,-6.5
M,1.01-1.09,None,I1,EX,VG,GD,-5.0
D,1.50-1.69,None,IF,EX,VG,GD,-7.0
E,1.50-1.69,None,IF,EX,VG,GD,-7.0
F,1.50-1.69,None,IF,EX,VG,GD,-7.0
G,1.50-1.69,None,IF,EX,VG,GD,-7.0
H,1.50-1.69,None,IF,EX,VG,GD,-7.0
I,1.50-1.69,None,IF,EX,VG,GD,-5.5
J,1.50-1.69,None,IF,EX,VG,GD,-7.0
K,1.50-1.69,None,IF,EX,VG,GD,-5.0
L,1.50-1.69,None,IF,EX,VG,GD,-4.5
M,1.50-1.69,None,IF,EX,VG,GD,-5.0
D,1.50-1.69,None,VVS1,EX,VG,GD,-7.0
E,1.50-1.69,None,VVS1,EX,VG,GD,-7.0
F,1.50-1.69,None,VVS1,EX,VG,GD,-7.0
G,1.50-1.69,None,VVS1,EX,VG,GD,-7.0
H,1.50-1.69,None,VVS1,EX,VG,GD,-7.0
I,1.50-1.69,None,VVS1,EX,VG,GD,-6.0
J,1.50-1.69,None,VVS1,EX,VG,GD,-5.0
K,1.50-1.69,None,VVS1,EX,VG,GD,-5.0
L,1.50-1.69,None,VVS1,EX,VG,GD,-5.5
M,1.50-1.69,None,VVS1,EX,VG,GD,-4.0
D,1.50-1.69,None,VVS2,EX,VG,GD,-7.0
E,1.50-1.69,None,VVS2,EX,VG,GD,-7.0
F,1.50-1.69,None,VVS2,EX,VG,GD,-7.0
G,1.50-1.69,None,VVS2,EX,VG,GD,-7.0
H,1.50-1.69,None,VVS2,EX,VG,GD,-7.0
I,1.50-1.69,None,VVS2,EX,VG,GD,-6.0
J,1.50-1.69,None,VVS2,EX,VG,GD,-5.0
K,1.50-1.69,None,VVS2,EX,VG,GD,-6.5
L,1.50-1.69,None,VVS2,EX,VG,GD,-5.0
M,1.50-1.69,None,VVS2,EX,VG,GD,-4.5
D,1.50-1.69,None,VS1,EX,VG,GD,-6.5
E,1.50-1.69,None,VS1,EX,VG,GD,-7.0
F,1.50-1.69,None,VS1,EX,VG,GD,-5.5
G,1.50-1.69,None,VS1,EX,VG,GD,-7.0
H,1.50-1.69,None,VS1,EX,VG,GD,-7.0
I,1.50-1.69,None,VS1,EX,VG,GD,-5.0
J,1.50-1.69,None,VS1,EX,VG,GD,-5.5
K,1.50-1.69,None,VS1,EX,VG,GD,-5.5
L,1.50-1.69,None,VS1,EX,VG,GD,-5.0
M,1.50-1.69,None,VS1,EX,VG,GD,-5.0
D,1.50-1.69,None,VS2,EX,VG,GD,-7.0
E,1.50-1.69,None,VS2,EX,VG,GD,-7.0
F,1.50-1.69,None,VS2,EX,VG,GD,-7.0
G,1.50-1.69,None,VS2,EX,VG,GD,-7.0
H,1.50-1.69,None,VS2,EX,VG,GD,-7.0
I,1.50-1.69,None,VS2,EX,VG,GD,-6.0
J,1.50-1.69,None,VS2,EX,VG,GD,-5.0
K,1.50-1.69,None,VS2,EX,VG,GD,-5.0
L,1.50-1.69,None,VS2,EX,VG,GD,-6.0
M,1.50-1.69,None,VS2,EX,VG,GD,-4.5
D,1.50-1.69,None,SI1,EX,VG,GD,-6.5
E,1.50-1.69,None,SI1,EX,VG,GD,-7.0
F,1.50-1.69,None,SI1,EX,VG,GD,-6.5
G,1.50-1.69,None,SI1,EX,VG,GD,-7.0
H,1.50-1.69,None,SI1,EX,VG,GD,-7.0
I,1.50-1.69,None,SI1,EX,VG,GD,-5.5
J,1.50-1.69,None,SI1,EX,VG,GD,-5.0
K,1.50-1.69,None,SI1,EX,VG,GD,-4.5
L,1.50-1.69,None,SI1,EX,VG,GD,-6.0
M,1.50-1.69,None,SI1,EX,VG,GD,-5.0
D,1.50-1.69,None,SI2,EX,VG,GD,-7.0
E,1.50-1.69,None,SI2,EX,VG,GD,-7.0
F,1.50-1.69,None,SI2,EX,VG,GD,-6.0
G,1.50-1.69,None,SI2,EX,VG,GD,-6.5
H,1.50-1.69,None,SI2,EX,VG,GD,-6.5
I,1.50-1.69,None,SI2,EX,VG,GD,-6.0
J,1.50-1.69,None,SI2,EX,VG,GD,-4.0
K,1.50-1.69,None,SI2,EX,VG,GD,-5.0
L,1.50-1.69,None,SI2,EX,VG,GD,-4.5
M,1.50-1.69,None,SI2,EX,VG,GD,-5.5
D,1.50-1.69,None,I1,EX,VG,GD,-7.0
E,1.50-1.69,None,I1,EX,VG,GD,-5.5
F,1.50-1.69,None,I1,EX,VG,GD,-5.0
G,1.50-1.69,None,I1,EX,VG,GD,-5.5
H,1.50-1.69,None,I1,EX,VG,GD,-6.5
I,1.50-1.69,None,I1,EX,VG,GD,-7.0
J,1.50-1.69,None,I1,EX,VG,GD,-6.0
K,1.50-1.69,None,I1,EX,VG,GD,-5.5
L,1.50-1.69,None,I1,EX,VG,GD,-2.0
M,1.50-1.69,None,I1,EX,VG,GD,-4.5
D,2.01-2.09,None,IF,EX,VG,GD,-7.0
E,2.01-2.09,None,IF,EX,VG,GD,-7.0
F,2.01-2.09,None,IF,EX,VG,GD,-7.0
G,2.01-2.09,None,IF,EX,VG,GD,-7.0
H,2.01-2.09,None,IF,EX,VG,GD,-6.5
I,2.01-2.09,None,IF,EX,VG,GD,-7.0
J,2.01-2.09,None,IF,EX,VG,GD,-7.0
K,2.01-2.09,None,IF,EX,VG,GD,-7.0
L,2.01-2.09,None,IF,EX,VG,GD,-7.0
M,2.01-2.09,None,IF,EX,VG,GD,-7.0
D,2.01-2.09,None,VVS1,EX,VG,GD,-7.0
E,2.01-2.09,None,VVS1,EX,VG,GD,-7.0
F,2.01-2.09,None,VVS1,EX,VG,GD,-7.0
G,2.01-2.09,None,VVS1,EX,VG,GD,-7.0
H,2.01-2.09,None,VVS1,EX,VG,GD,-7.0
I,2.01-2.09,None,VVS1,EX,VG,GD,-7.0
J,2.01-2.09,None,VVS1,EX,VG,GD,-7.0
K,2.01-2.09,None,VVS1,EX,VG,GD,-7.0
L,2.01-2.09,None,VVS1,EX,VG,GD,-7.0
M,2.01-2.09,None,VVS1,EX,VG,GD,-7.0
D,2.01-2.09,None,VVS2,EX,VG,GD,-6.5
E,2.01-2.09,None,VVS2,EX,VG,GD,-7.0
F,2.01-2.09,None,VVS2,EX,VG,GD,-7.0
G,2.01-2.09,None,VVS2,EX,VG,GD,-6.0
H,2.01-2.09,None,VVS2,EX,VG,GD,-7.0
I,2.01-2.09,None,VVS2,EX,VG,GD,-7.0
J,2.01-2.09,None,VVS2,EX,VG,GD,-7.0
K,2.01-2.09,None,VVS2,EX,VG,GD,-7.0
L,2.01-2.09,None,VVS2,EX,VG,GD,-7.0
M,2.01-2.09,None,VVS2,EX,VG,GD,-7.0
D,2.01-2.09,None,VS1,EX,VG,GD,-7.0
E,2.01-2.09,None,VS1,EX,VG,GD,-6.5
F,2.01-2.09,None,VS1,EX,VG,GD,-7.0
G,2.01-2.09,None,VS1,EX,VG,GD,-7.0
H,2.01-2.09,None,VS1,EX,VG,GD,-7.0
I,2.01-2.09,None,VS1,EX,VG,GD,-7.0
J,2.01-2.09,None,VS1,EX,VG,GD,-7.0
K,2.01-2.09,None,VS1,EX,VG,GD,-7.0
L,2.01-2.09,None,VS1,EX,VG,GD,-7.0
M,2.01-2.09,None,VS1,EX,VG,GD,-7.0
D,2.01-2.09,None,VS2,EX,VG,GD,-6.5
E,2.01-2.09,None,VS2,EX,VG,GD,-6.5
F,2.01-2.09,None,VS2,EX,VG,GD,-6.0
G,2.01-2.09,None,VS2,EX,VG,GD,-6.5
H,2.01-2.09,None,VS2,EX,VG,GD,-7.0
I,2.01-2.09,None,VS2,EX,VG,GD,-7.0
J,2.01-2.09,None,VS2,EX,VG,GD,-7.0
K,2.01-2.09,None,VS2,EX,VG,GD,-7.0
L,2.01-2.09,None,VS2,EX,VG,GD,-7.0
M,2.01-2.09,None,VS2,EX,VG,GD,-6.5
D,2.01-2.09,None,SI1,EX,VG,GD,-6.5
E,2.01-2.09,None,SI1,EX,VG,GD,-7.0
F,2.01-2.09,None,SI1,EX,VG,GD,-7.0
G,2.01-2.09,None,SI1,EX,VG,GD,-7.0
H,2.01-2.09,None,SI1,EX,VG,GD,-7.0
I,2.01-2.09,None,SI1,EX,VG,GD,-7.0
J,2.01-2.09,None,SI1,EX,VG,GD,-7.0
K,2.01-2.09,None,SI1,EX,VG,GD,-7.0
L,2.01-2.09,None,SI1,EX,VG,GD,-7.0
M,2.01-2.09,None,SI1,EX,VG,GD,-7.0
D,2.01-2.09,None,SI2,EX,VG,GD,-7.0
E,2.01-2.09,None,SI2,EX,VG,GD,-7.0
F,2.01-2.09,None,SI2,EX,VG,GD,-7.0
G,2.01-2.09,None,SI2,EX,VG,GD,-7.0
H,2.01-2.09,None,SI2,EX,VG,GD,-7.0
I,2.01-2.09,None,SI2,EX,VG,GD,-6.0
J,2.01-2.09,None,SI2,EX,VG,GD,-7.0
K,2.01-2.09,None,SI2,EX,VG,GD,-7.0
L,2.01-2.09,None,SI2,EX,VG,GD,-6.5
M,2.01-2.09,None,SI2,EX,VG,GD,-6.5
D,2.01-2.09,None,I1,EX,VG,GD,-6.5
E,2.01-2.09,None,I1,EX,VG,GD,-6.0
F,2.01-2.09,None,I1,EX,VG,GD,-6.0
G,2.01-2.09,None,I1,EX,VG,GD,-5.0
H,2.01-2.09,None,I1,EX,VG,GD,-6.5
I,2.01-2.09,None,I1,EX,VG,GD,-7.0
J,2.01-2.09,None,I1,EX,VG,GD,-7.0
K,2.01-2.09,None,I1,EX,VG,GD,-6.5
L,2.01-2.09,None,I1,EX,VG,GD,-7.0
M,2.01-2.09,None,I1,EX,VG,GD,-6.5
D,1.01-1.09,None,IF,VG,VG,GD,-7.0
E,1.01-1.09,None,IF,VG,VG,GD,-7.0
F,1.01-1.09,None,IF,VG,VG,GD,-7.0
G,1.01-1.09,None,IF,VG,VG,GD,-7.0
H,1.01-1.09,None,IF,VG,VG,GD,-7.0
I,1.01-1.09,None,IF,VG,VG,GD,-7.0
J,1.01-1.09,None,IF,VG,VG,GD,-7.0
K,1.01-1.09,None,IF,VG,VG,GD,-7.0
L,1.01-1.09,None,IF,VG,VG,GD,-7.0
M,1.01-1.09,None,IF,VG,VG,GD,-7.0
D,1.01-1.09,None,VVS1,VG,VG,GD,-7.0
E,1.01-1.09,None,VVS1,VG,VG,GD,-7.0
F,1.01-1.09,None,VVS1,VG,VG,GD,-7.0
G,1.01-1.09,None,VVS1,VG,VG,GD,-7.0
H,1.01-1.09,None,VVS1,VG,VG,GD,-7.0
I,1.01-1.09,None,VVS1,VG,VG,GD,-7.0
J,1.01-1.09,None,VVS1,VG,VG,GD,-7.0
K,1.01-1.09,None,VVS1,VG,VG,GD,-7.0
L,1.01-1.09,None,VVS1,VG,VG,GD,-6.5
M,1.01-1.09,None,VVS1,VG,VG,GD,-7.0
D,1.01-1.09,None,VVS2,VG,VG,GD,-7.0
E,1.01-1.09,None,VVS2,VG,VG,GD,-7.0
F,1.01-1.09,None,VVS2,VG,VG,GD,-7.0
G,1.01-1.09,None,VVS2,VG,VG,GD,-6.5
H,1.01-1.09,None,VVS2,VG,VG,GD,-7.0
I,1.01-1.09,None,VVS2,VG,VG,GD,-6.5
J,1.01-1.09,None,VVS2,VG,VG,GD,-7.0
K,1.01-1.09,None,VVS2,VG,VG,GD,-7.0
L,1.01-1.09,None,VVS2,VG,VG,GD,-6.0
M,1.01-1.09,None,VVS2,VG,VG,GD,-6.0
D,1.01-1.09,None,VS1,VG,VG,GD,-6.5
E,1.01-1.09,None,VS1,VG,VG,GD,-6.0
F,1.01-1.09,None,VS1,VG,VG,GD,-5.5
G,1.01-1.09,None,VS1,VG,VG,GD,-5.0
H,1.01-1.09,None,VS1,VG,VG,GD,-5.0
I,1.01-1.09,None,VS1,VG,VG,GD,-5.0
J,1.01-1.09,None,VS1,VG,VG,GD,-7.0
K,1.01-1.09,None,VS1,VG,VG,GD,-7.0
L,1.01-1.09,None,VS1,VG,VG,GD,-6.0
M,1.01-1.09,None,VS1,VG,VG,GD,-5.5
D,1.01-1.09,None,VS2,VG,VG,GD,-6.5
E,1.01-1.09,None,VS2,VG,VG,GD,-6.0
F,1.01-1.09,None,VS2,VG,VG,GD,-5.5
G,1.01-1.09,None,VS2,VG,VG,GD,-5.5
H,1.01-1.09,None,VS2,VG,VG,GD,-5.5
I,1.01-1.09,None,VS2,VG,VG,GD,-5.5
J,1.01-1.09,None,VS2,VG,VG,GD,-7.0
K,1.01-1.09,None,VS2,VG,VG,GD,-7.0
L,1.01-1.09,None,VS2,VG,VG,GD,-7.0
M,1.01-1.09,None,VS2,VG,VG,GD,-6.0
D,1.01-1.09,None,SI1,VG,VG,GD,-7.0
E,1.01-1.09,None,SI1,VG,VG,GD,-7.0
F,1.01-1.09,None,SI1,VG,VG,GD,-6.5
G,1.01-1.09,None,SI1,VG,VG,GD,-6.0
H,1.01-1.09,None,SI1,VG,VG,GD,-5.0
I,1.01-1.09,None,SI1,VG,VG,GD,-5.0
J,1.01-1.09,None,SI1,VG,VG,GD,-7.0
K,1.01-1.09,None,SI1,VG,VG,GD,-7.0
L,1.01-1.09,None,SI1,VG,VG,GD,-6.5
M,1.01-1.09,None,SI1,VG,VG,GD,-6.0
D,1.01-1.09,None,SI2,VG,VG,GD,-7.0
E,1.01-1.09,None,SI2,VG,VG,GD,-7.0
F,1.01-1.09,None,SI2,VG,VG,GD,-7.0
G,1.01-1.09,None,SI2,VG,VG,GD,-6.0
H,1.01-1.09,None,SI2,VG,VG,GD,-5.0
I,1.01-1.09,None,SI2,VG,VG,GD,-5.5
J,1.01-1.09,None,SI2,VG,VG,GD,-6.5
K,1.01-1.09,None,SI2,VG,VG,GD,-7.0
L,1.01-1.09,None,SI2,VG,VG,GD,-6.5
M,1.01-1.09,None,SI2,VG,VG,GD,-5.5
D,1.01-1.09,None,I1,VG,VG,GD,-3.5
E,1.01-1.09,None,I1,VG,VG,GD,-3.5
F,1.01-1.09,None,I1,VG,VG,GD,-3.0
G,1.01-1.09,None,I1,VG,VG,GD,-3.0
H,1.01-1.09,None,I1,VG,VG,GD,-3.0
I,1.01-1.09,None,I1,VG,VG,GD,-3.0
J,1.01-1.09,None,I1,VG,VG,GD,-3.5
K,1.01-1.09,None,I1,VG,VG,GD,-3.5
L,1.01-1.09,None,I1,VG,VG,GD,-4.5
M,1.01-1.09,None,I1,VG,VG,GD,-4.5
D,1.50-1.69,None,IF,VG,VG,GD,-6.5
E,1.50-1.69,None,IF,VG,VG,GD,-6.5
F,1.50-1.69,None,IF,VG,VG,GD,-6.0
G,1.50-1.69,None,IF,VG,VG,GD,-6.0
H,1.50-1.69,None,IF,VG,VG,GD,-5.5
I,1.50-1.69,None,IF,VG,VG,GD,-4.0
J,1.50-1.69,None,IF,VG,VG,GD,-4.5
K,1.50-1.69,None,IF,VG,VG,GD,-4.5
L,1.50-1.69,None,IF,VG,VG,GD,-4.0
M,1.50-1.69,None,IF,VG,VG,GD,-3.5
D,1.50-1.69,None,VVS1,VG,VG,GD,-6.5
E,1.50-1.69,None,VVS1,VG,VG,GD,-6.0
F,1.50-1.69,None,VVS1,VG,VG,GD,-6.0
G,1.50-1.69,None,VVS1,VG,VG,GD,-6.5
H,1.50-1.69,None,VVS1,VG,VG,GD,-5.0
I,1.50-1.69,None,VVS1,VG,VG,GD,-4.0
J,1.50-1.69,None,VVS1,VG,VG,GD,-4.5
K,1.50-1.69,None,VVS1,VG,VG,GD,-4.5
L,1.50-1.69,None,VVS1,VG,VG,GD,-4.5
M,1.50-1.69,None,VVS1,VG,VG,GD,-3.5
D,1.50-1.69,None,VVS2,VG,VG,GD,-5.5
E,1.50-1.69,None,VVS2,VG,VG,GD,-5.5
F,1.50-1.69,None,VVS2,VG,VG,GD,-5.5
G,1.50-1.69,None,VVS2,VG,VG,GD,-6.0
H,1.50-1.69,None,VVS2,VG,VG,GD,-5.0
I,1.50-1.69,None,VVS2,VG,VG,GD,-4.0
J,1.50-1.69,None,VVS2,VG,VG,GD,-4.5
K,1.50-1.69,None,VVS2,VG,VG,GD,-4.5
L,1.50-1.69,None,VVS2,VG,VG,GD,-4.5
M,1.50-1.69,None,VVS2,VG,VG,GD,-3.5
D,1.50-1.69,None,VS1,VG,VG,GD,-5.0
E,1.50-1.69,None,VS1,VG,VG,GD,-5.0
F,1.50-1.69,None,VS1,VG,VG,GD,-5.0
G,1.50-1.69,None,VS1,VG,VG,GD,-6.5
H,1.50-1.69,None,VS1,VG,VG,GD,-5.0
I,1.50-1.69,None,VS1,VG,VG,GD,-4.0
J,1.50-1.69,None,VS1,VG,VG,GD,-4.5
K,1.50-1.69,None,VS1,VG,VG,GD,-4.0
L,1.50-1.69,None,VS1,VG,VG,GD,-3.5
M,1.50-1.69,None,VS1,VG,VG,GD,-4.0
D,1.50-1.69,None,VS2,VG,VG,GD,-5.0
E,1.50-1.69,None,VS2,VG,VG,GD,-5.0
F,1.50-1.69,None,VS2,VG,VG,GD,-5.5
G,1.50-1.69,None,VS2,VG,VG,GD,-6.5
